src_file,cluster,dev_type,segments,duration_cov,duration_span,persistence_s,unique_macs,turnover,singleton_mac_frac,mac_rate_per_min,core_mac_density_scaled,adv_mac_pct,gt_frac,dur_ok,unique_ok,churn_ok,rate_ok,dens_ok,decision_ok,churn_reason,k_chosen,homogeneous,homo_mac_share,homo_key_share,win_entropy_norm,uniform_ok,homo_block
controlled/SDR_Adv/prud2_jan21_ivy.csv,0,TAG_APPLE,31,5400.0,4098.747999999992,4098.747999999992,29,0.9166666666666667,0.9310344827586207,0.32222222222222224,0.7736194515999104,0.0,0.0,True,True,False,False,False,False,,2,False,0.06451612903225806,0.06451612903225806,0.9115967868664282,True,False
controlled/SDR_Adv/prud2_jan21_ivy.csv,1,TAG_APPLE,22,5400.0,4125.119000000006,4125.119000000006,17,0.7797202797202798,0.7058823529411765,0.18888888888888888,0.6094745612902869,0.0,0.0,True,True,False,False,False,False,,2,False,0.09090909090909091,0.09090909090909091,0.998145975214006,True,False
controlled/SDR_Adv/prud2_jan21_ivy.csv,3,TAG_GOOGLE,6,5400.0,3612.363000000012,3612.363000000012,6,1.0,1.0,0.06666666666666667,0.2866315134584648,0.0,0.0,True,False,False,False,False,False,,2,False,0.16666666666666666,0.16666666666666666,0.9206198357115741,True,False
controlled/SDR_Adv/prud2_jan21_ivy.csv,2,TAG_GOOGLE,22,5400.0,4213.138000000006,4213.138000000006,21,0.9583333333333333,0.9523809523809523,0.23333333333333334,0.41678967114558296,0.0,0.0,True,True,False,False,False,False,,2,False,0.09090909090909091,0.09090909090909091,0.9741707426990187,True,False
controlled/SDR_Adv/prud2_jan21_ivy.csv,4,TAG_TILE,5,5400.0,3762.3729999999923,3762.3729999999923,4,0.8333333333333334,0.75,0.044444444444444446,0.23553076604553524,0.0,0.0,True,False,False,False,False,False,,2,False,0.4,0.4,0.8649735207151964,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv0_apple0_google0_samsung0_tile0__20260125_050505/background_only.csv,2,TAG_APPLE,2,1800.0,203.38456869125366,203.38456869125366,2,,1.0,0.06666666666666667,0.17411487676249304,0.0,0.0,False,False,False,False,False,False,,4,False,0.5,0.5,1.0,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv0_apple0_google0_samsung0_tile0__20260125_050505/background_only.csv,0,TAG_APPLE,9,5400.0,2475.176966905594,2475.176966905594,8,0.5,0.875,0.08888888888888889,0.37362943083467026,0.0,0.0,True,False,False,False,False,False,,4,False,0.2222222222222222,0.2222222222222222,0.6223659728717186,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-10s.csv,2,TAG_APPLE,4,1800.0,40.21819305419922,40.21819305419922,4,,1.0,0.13333333333333333,0.25962333128809273,1.0,1.0,False,False,False,False,False,False,,4,False,0.25,0.25,1.0,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-10s.csv,1,TAG_APPLE,21,5400.0,2447.9307878017426,2447.9307878017426,15,0.7976190476190477,0.6666666666666666,0.16666666666666666,0.8584673221406729,0.8690476190476191,1.0,True,True,False,False,False,False,,4,False,0.14285714285714285,0.09523809523809523,0.7038148177449267,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-10s.csv,0,TAG_APPLE,10,5400.0,2475.176966905594,2475.176966905594,9,0.5,0.8888888888888888,0.1,0.4196250954841941,0.046008119079837616,1.0,True,False,False,False,False,False,,4,False,0.2,0.2,0.581671865715156,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-15min.csv,3,TAG_APPLE,3,3600.0,2409.9284665584564,2409.9284665584564,3,1.0,1.0,0.05,0.9800464554287192,1.0,1.0,True,False,False,False,False,False,,8,False,0.3333333333333333,0.3333333333333333,0.9182958340516042,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-15min.csv,4,TAG_APPLE,2,3600.0,1862.5616118907928,1862.5616118907928,2,1.0,1.0,0.03333333333333333,0.3039049815313196,0.9090909090909091,1.0,True,False,False,False,False,False,,8,False,0.5,0.5,0.9999999999971146,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-15min.csv,1,TAG_APPLE,3,1800.0,229.21850275993347,229.21850275993347,3,,1.0,0.1,0.3697830164541532,0.0,0.3333333333333333,False,False,False,False,False,False,,8,False,0.3333333333333333,0.3333333333333333,1.0,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-15min.csv,0,TAG_APPLE,7,5400.0,2474.8889949321747,2474.8889949321747,6,0.5,0.8333333333333334,0.06666666666666667,0.5435120088237951,0.0,0.14285714285714285,True,False,False,False,False,False,,8,False,0.2857142857142857,0.2857142857142857,0.7248340915030292,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-1min.csv,1,TAG_APPLE,18,3600.0,2409.9284665584564,2409.9284665584564,14,0.7142857142857143,0.7142857142857143,0.23333333333333334,0.8276419423263952,0.8711656441717791,1.0,True,False,False,False,False,False,,4,False,0.1111111111111111,0.1111111111111111,0.7642045065057349,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-1min.csv,0,TAG_APPLE,10,5400.0,2478.332287311554,2478.332287311554,9,0.5,0.8888888888888888,0.1,0.4034770226559748,0.054959785522788206,1.0,True,False,False,False,False,False,,4,False,0.2,0.2,0.581671865715156,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-2s.csv,1,TAG_APPLE,6,1800.0,53.45587348937988,53.45587348937988,6,,1.0,0.2,0.38878116863997286,0.8333333333333334,1.0,False,False,False,False,False,False,,4,False,0.16666666666666666,0.16666666666666666,1.0,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-2s.csv,2,TAG_APPLE,20,3600.0,2383.036219596863,2383.036219596863,15,0.6666666666666667,0.6666666666666666,0.25,0.8304746920127666,0.8734939759036144,1.0,True,True,False,False,False,False,,4,False,0.1,0.1,0.8812908992278073,True,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-2s.csv,0,TAG_APPLE,10,5400.0,2475.176966905594,2475.176966905594,9,0.5,0.8888888888888888,0.1,0.4278058506506866,0.046008119079837616,1.0,True,False,False,False,False,False,,4,False,0.2,0.2,0.581671865715156,False,False
controlled/SDR_Adv/scenarios_SDR_Adv__adv1_apple0_google0_samsung0_tile0__20260125_085817/scenario_tx-10s_rot-30s.csv,1,TAG_APPLE,23,5400.0,2423.574033498764,2423.574033498764,15,0.7261904761904763,0.6,0.16666666666666666,0.7861444504820355,0.8713450292397661,1.0,True,True,False,False,False,False,,2,False,0.13043478260869565,0.08695652173913043,0.8359625449936682,False,False
